SYSTEM,WATERWAY,SITE,Datetime,Water_Level_m,Water_Level_m_AHD
Wimmera,Mt William,RosesGap,12/08/2017 20:00,0.211,167.93
Wimmera,Mt William,RosesGap,12/08/2017 21:00,0.213,167.93
Wimmera,Mt William,RosesGap,12/08/2017 22:00,0.217,167.93
Wimmera,Mt William,RosesGap,12/08/2017 23:00,0.216,167.93
Wimmera,Mt William,RosesGap,13/08/2017 0:00,0.22,167.94
Wimmera,Mt William,RosesGap,13/08/2017 1:00,0.223,167.94
Wimmera,Mt William,RosesGap,13/08/2017 2:00,0.224,167.94
Wimmera,Mt William,RosesGap,13/08/2017 3:00,0.226,167.94
Wimmera,Mt William,RosesGap,13/08/2017 4:00,0.227,167.94
Wimmera,Mt William,RosesGap,13/08/2017 5:00,0.228,167.94
Wimmera,Mt William,RosesGap,13/08/2017 6:00,0.229,167.95
Wimmera,Mt William,RosesGap,13/08/2017 7:00,0.23,167.95
Wimmera,Mt William,RosesGap,13/08/2017 8:00,0.242,167.96
Wimmera,Mt William,RosesGap,13/08/2017 9:00,0.242,167.96
Wimmera,Mt William,RosesGap,13/08/2017 10:00,0.244,167.96
Wimmera,Mt William,RosesGap,13/08/2017 11:00,0.246,167.96
Wimmera,Mt William,RosesGap,13/08/2017 12:00,0.249,167.97
Wimmera,Mt William,RosesGap,13/08/2017 13:00,0.246,167.96
Wimmera,Mt William,RosesGap,13/08/2017 14:00,0.24,167.96
Wimmera,Mt William,RosesGap,13/08/2017 15:00,0.234,167.95
Wimmera,Mt William,RosesGap,13/08/2017 16:00,0.231,167.95
Wimmera,Mt William,RosesGap,13/08/2017 17:00,0.231,167.95
Wimmera,Mt William,RosesGap,13/08/2017 18:00,0.229,167.95
Wimmera,Mt William,RosesGap,13/08/2017 19:00,0.224,167.94
Wimmera,Mt William,RosesGap,13/08/2017 20:00,0.224,167.94
Wimmera,Mt William,RosesGap,13/08/2017 21:00,0.22,167.94
Wimmera,Mt William,RosesGap,13/08/2017 22:00,0.22,167.94
Wimmera,Mt William,RosesGap,13/08/2017 23:00,0.216,167.93
Wimmera,Mt William,RosesGap,14/08/2017 0:00,0.206,167.92
Wimmera,Mt William,RosesGap,14/08/2017 1:00,0.208,167.92
Wimmera,Mt William,RosesGap,14/08/2017 2:00,0.209,167.93
Wimmera,Mt William,RosesGap,14/08/2017 3:00,0.205,167.92
Wimmera,Mt William,RosesGap,14/08/2017 4:00,0.209,167.93
Wimmera,Mt William,RosesGap,14/08/2017 5:00,0.2,167.92
Wimmera,Mt William,RosesGap,14/08/2017 6:00,0.199,167.92
Wimmera,Mt William,RosesGap,14/08/2017 7:00,0.192,167.91
Wimmera,Mt William,RosesGap,14/08/2017 8:00,0.19,167.91
Wimmera,Mt William,RosesGap,14/08/2017 9:00,0.184,167.9
Wimmera,Mt William,RosesGap,14/08/2017 10:00,0.181,167.9
Wimmera,Mt William,RosesGap,14/08/2017 11:00,0.179,167.9
Wimmera,Mt William,RosesGap,14/08/2017 12:00,0.181,167.9
Wimmera,Mt William,RosesGap,14/08/2017 13:00,0.178,167.89
Wimmera,Mt William,RosesGap,14/08/2017 14:00,0.183,167.9
Wimmera,Mt William,RosesGap,14/08/2017 15:00,0.17,167.89
Wimmera,Mt William,RosesGap,14/08/2017 16:00,0.178,167.89
Wimmera,Mt William,RosesGap,14/08/2017 17:00,0.181,167.9
Wimmera,Mt William,RosesGap,14/08/2017 18:00,0.178,167.89
Wimmera,Mt William,RosesGap,14/08/2017 19:00,0.178,167.89
Wimmera,Mt William,RosesGap,14/08/2017 20:00,0.179,167.9
Wimmera,Mt William,RosesGap,14/08/2017 21:00,0.178,167.89
Wimmera,Mt William,RosesGap,14/08/2017 22:00,0.174,167.89
Wimmera,Mt William,RosesGap,14/08/2017 23:00,0.178,167.89
Wimmera,Mt William,RosesGap,15/08/2017 0:00,0.178,167.89
Wimmera,Mt William,RosesGap,15/08/2017 1:00,0.176,167.89
Wimmera,Mt William,RosesGap,15/08/2017 2:00,0.172,167.89
Wimmera,Mt William,RosesGap,15/08/2017 3:00,0.175,167.89
Wimmera,Mt William,RosesGap,15/08/2017 4:00,0.17,167.89
